,survived,age,sibsp,parch,fare,male,Q,S,2.0,3.0
0,1.0,29.0,0.0,0.0,211.3375,0.0,0.0,1.0,0.0,0.0
1,1.0,0.9167,1.0,2.0,151.55,1.0,0.0,1.0,0.0,0.0
2,0.0,2.0,1.0,2.0,151.55,0.0,0.0,1.0,0.0,0.0
3,0.0,30.0,1.0,2.0,151.55,1.0,0.0,1.0,0.0,0.0
4,0.0,25.0,1.0,2.0,151.55,0.0,0.0,1.0,0.0,0.0
5,1.0,48.0,0.0,0.0,26.55,1.0,0.0,1.0,0.0,0.0
6,1.0,63.0,1.0,0.0,77.9583,0.0,0.0,1.0,0.0,0.0
7,0.0,39.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8,1.0,53.0,2.0,0.0,51.4792,0.0,0.0,1.0,0.0,0.0
9,0.0,71.0,0.0,0.0,49.5042,1.0,0.0,0.0,0.0,0.0
10,0.0,47.0,1.0,0.0,227.525,1.0,0.0,0.0,0.0,0.0
11,1.0,18.0,1.0,0.0,227.525,0.0,0.0,0.0,0.0,0.0
12,1.0,24.0,0.0,0.0,69.3,0.0,0.0,0.0,0.0,0.0
13,1.0,26.0,0.0,0.0,78.85,0.0,0.0,1.0,0.0,0.0
14,1.0,80.0,0.0,0.0,30.0,1.0,0.0,1.0,0.0,0.0
15,0.0,28.0,0.0,0.0,25.925,1.0,0.0,1.0,0.0,0.0
16,0.0,24.0,0.0,1.0,247.5208,1.0,0.0,0.0,0.0,0.0
17,1.0,50.0,0.0,1.0,247.5208,0.0,0.0,0.0,0.0,0.0
18,1.0,32.0,0.0,0.0,76.2917,0.0,0.0,0.0,0.0,0.0
19,0.0,36.0,0.0,0.0,75.2417,1.0,0.0,0.0,0.0,0.0
20,1.0,37.0,1.0,1.0,52.5542,1.0,0.0,1.0,0.0,0.0
21,1.0,47.0,1.0,1.0,52.5542,0.0,0.0,1.0,0.0,0.0
22,1.0,26.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0
23,1.0,42.0,0.0,0.0,227.525,0.0,0.0,0.0,0.0,0.0
24,1.0,29.0,0.0,0.0,221.7792,0.0,0.0,1.0,0.0,0.0
25,0.0,25.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0
26,1.0,25.0,1.0,0.0,91.0792,1.0,0.0,0.0,0.0,0.0
27,1.0,19.0,1.0,0.0,91.0792,0.0,0.0,0.0,0.0,0.0
28,1.0,35.0,0.0,0.0,135.6333,0.0,0.0,1.0,0.0,0.0
29,1.0,28.0,0.0,0.0,26.55,1.0,0.0,1.0,0.0,0.0
30,0.0,45.0,0.0,0.0,35.5,1.0,0.0,1.0,0.0,0.0
31,1.0,40.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0
32,1.0,30.0,0.0,0.0,164.8667,0.0,0.0,1.0,0.0,0.0
33,1.0,58.0,0.0,0.0,26.55,0.0,0.0,1.0,0.0,0.0
34,0.0,42.0,0.0,0.0,26.55,1.0,0.0,1.0,0.0,0.0
35,1.0,45.0,0.0,0.0,262.375,0.0,0.0,0.0,0.0,0.0
36,1.0,22.0,0.0,1.0,55.0,0.0,0.0,1.0,0.0,0.0
37,1.0,28.0,0.0,0.0,26.55,1.0,0.0,1.0,0.0,0.0
38,0.0,41.0,0.0,0.0,30.5,1.0,0.0,1.0,0.0,0.0
39,0.0,48.0,0.0,0.0,50.4958,1.0,0.0,0.0,0.0,0.0
40,0.0,28.0,0.0,0.0,39.6,1.0,0.0,0.0,0.0,0.0
41,1.0,44.0,0.0,0.0,27.7208,0.0,0.0,0.0,0.0,0.0
42,1.0,59.0,2.0,0.0,51.4792,0.0,0.0,1.0,0.0,0.0
43,1.0,60.0,0.0,0.0,76.2917,0.0,0.0,0.0,0.0,0.0
44,1.0,41.0,0.0,0.0,134.5,0.0,0.0,0.0,0.0,0.0
45,0.0,45.0,0.0,0.0,26.55,1.0,0.0,1.0,0.0,0.0
46,0.0,28.0,0.0,0.0,31.0,1.0,0.0,1.0,0.0,0.0
47,1.0,42.0,0.0,0.0,26.2875,1.0,0.0,1.0,0.0,0.0
48,1.0,53.0,0.0,0.0,27.4458,0.0,0.0,0.0,0.0,0.0
49,1.0,36.0,0.0,1.0,512.3292,1.0,0.0,0.0,0.0,0.0
50,1.0,58.0,0.0,1.0,512.3292,0.0,0.0,0.0,0.0,0.0
51,0.0,33.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0
52,0.0,28.0,0.0,0.0,47.1,1.0,0.0,1.0,0.0,0.0
53,0.0,17.0,0.0,0.0,47.1,1.0,0.0,1.0,0.0,0.0
54,1.0,11.0,1.0,2.0,120.0,1.0,0.0,1.0,0.0,0.0
55,1.0,14.0,1.0,2.0,120.0,0.0,0.0,1.0,0.0,0.0
56,1.0,36.0,1.0,2.0,120.0,1.0,0.0,1.0,0.0,0.0
57,1.0,36.0,1.0,2.0,120.0,0.0,0.0,1.0,0.0,0.0
58,0.0,49.0,0.0,0.0,26.0,1.0,0.0,1.0,0.0,0.0
59,1.0,28.0,0.0,0.0,27.7208,0.0,0.0,0.0,0.0,0.0
60,0.0,36.0,1.0,0.0,78.85,1.0,0.0,1.0,0.0,0.0
61,1.0,76.0,1.0,0.0,78.85,0.0,0.0,1.0,0.0,0.0
62,0.0,46.0,1.0,0.0,61.175,1.0,0.0,1.0,0.0,0.0
63,1.0,47.0,1.0,0.0,61.175,0.0,0.0,1.0,0.0,0.0
64,1.0,27.0,1.0,0.0,53.1,1.0,0.0,1.0,0.0,0.0
65,1.0,33.0,1.0,0.0,53.1,0.0,0.0,1.0,0.0,0.0
66,1.0,36.0,0.0,0.0,262.375,0.0,0.0,0.0,0.0,0.0
67,1.0,30.0,0.0,0.0,86.5,0.0,0.0,1.0,0.0,0.0
68,1.0,45.0,0.0,0.0,29.7,1.0,0.0,0.0,0.0,0.0
69,1.0,28.0,0.0,1.0,55.0,0.0,0.0,1.0,0.0,0.0
70,0.0,28.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
71,0.0,27.0,1.0,0.0,136.7792,1.0,0.0,0.0,0.0,0.0
72,1.0,26.0,1.0,0.0,136.7792,0.0,0.0,0.0,0.0,0.0
73,1.0,22.0,0.0,0.0,151.55,0.0,0.0,1.0,0.0,0.0
74,0.0,28.0,0.0,0.0,52.0,1.0,0.0,1.0,0.0,0.0
75,0.0,47.0,0.0,0.0,25.5875,1.0,0.0,1.0,0.0,0.0
76,1.0,39.0,1.0,1.0,83.1583,0.0,0.0,0.0,0.0,0.0
77,0.0,37.0,1.0,1.0,83.1583,1.0,0.0,0.0,0.0,0.0
78,1.0,64.0,0.0,2.0,83.1583,0.0,0.0,0.0,0.0,0.0
79,1.0,55.0,2.0,0.0,25.7,0.0,0.0,1.0,0.0,0.0
80,0.0,28.0,0.0,0.0,26.55,1.0,0.0,1.0,0.0,0.0
81,0.0,70.0,1.0,1.0,71.0,1.0,0.0,1.0,0.0,0.0
82,1.0,36.0,0.0,2.0,71.0,0.0,0.0,1.0,0.0,0.0
83,1.0,64.0,1.0,1.0,26.55,0.0,0.0,1.0,0.0,0.0
84,0.0,39.0,1.0,0.0,71.2833,1.0,0.0,0.0,0.0,0.0
85,1.0,38.0,1.0,0.0,71.2833,0.0,0.0,0.0,0.0,0.0
86,1.0,51.0,0.0,0.0,26.55,1.0,0.0,1.0,0.0,0.0
87,1.0,27.0,0.0,0.0,30.5,1.0,0.0,1.0,0.0,0.0
88,1.0,33.0,0.0,0.0,151.55,0.0,0.0,1.0,0.0,0.0
89,0.0,31.0,1.0,0.0,52.0,1.0,0.0,1.0,0.0,0.0
90,1.0,27.0,1.0,2.0,52.0,0.0,0.0,1.0,0.0,0.0
91,1.0,31.0,1.0,0.0,57.0,1.0,0.0,1.0,0.0,0.0
92,1.0,17.0,1.0,0.0,57.0,0.0,0.0,1.0,0.0,0.0
93,1.0,53.0,1.0,1.0,81.8583,1.0,0.0,1.0,0.0,0.0
94,1.0,4.0,0.0,2.0,81.8583,1.0,0.0,1.0,0.0,0.0
95,1.0,54.0,1.0,1.0,81.8583,0.0,0.0,1.0,0.0,0.0
96,0.0,50.0,1.0,0.0,106.425,1.0,0.0,0.0,0.0,0.0
97,1.0,27.0,1.0,1.0,247.5208,0.0,0.0,0.0,0.0,0.0
98,1.0,48.0,1.0,0.0,106.425,0.0,0.0,0.0,0.0,0.0
99,1.0,48.0,1.0,0.0,39.6,0.0,0.0,0.0,0.0,0.0
100,1.0,49.0,1.0,0.0,56.9292,1.0,0.0,0.0,0.0,0.0
101,0.0,39.0,0.0,0.0,29.7,1.0,0.0,0.0,0.0,0.0
102,1.0,23.0,0.0,1.0,83.1583,0.0,0.0,0.0,0.0,0.0
103,1.0,38.0,0.0,0.0,227.525,0.0,0.0,0.0,0.0,0.0
104,1.0,54.0,1.0,0.0,78.2667,0.0,0.0,0.0,0.0,0.0
105,0.0,36.0,0.0,0.0,31.6792,0.0,0.0,0.0,0.0,0.0
106,0.0,28.0,0.0,0.0,221.7792,1.0,0.0,1.0,0.0,0.0
107,1.0,28.0,0.0,0.0,31.6833,0.0,0.0,1.0,0.0,0.0
108,1.0,28.0,0.0,0.0,110.8833,0.0,0.0,0.0,0.0,0.0
109,1.0,36.0,0.0,0.0,26.3875,1.0,0.0,1.0,0.0,0.0
110,0.0,30.0,0.0,0.0,27.75,1.0,0.0,0.0,0.0,0.0
111,1.0,24.0,3.0,2.0,263.0,0.0,0.0,1.0,0.0,0.0
112,1.0,28.0,3.0,2.0,263.0,0.0,0.0,1.0,0.0,0.0
113,1.0,23.0,3.0,2.0,263.0,0.0,0.0,1.0,0.0,0.0
114,0.0,19.0,3.0,2.0,263.0,1.0,0.0,1.0,0.0,0.0
115,0.0,64.0,1.0,4.0,263.0,1.0,0.0,1.0,0.0,0.0
116,1.0,60.0,1.0,4.0,263.0,0.0,0.0,1.0,0.0,0.0
117,1.0,30.0,0.0,0.0,56.9292,0.0,0.0,0.0,0.0,0.0
118,0.0,28.0,0.0,0.0,26.55,1.0,0.0,1.0,0.0,0.0
119,1.0,50.0,2.0,0.0,133.65,1.0,0.0,1.0,0.0,0.0
120,1.0,43.0,1.0,0.0,27.7208,1.0,0.0,0.0,0.0,0.0
121,1.0,28.0,1.0,0.0,133.65,0.0,0.0,1.0,0.0,0.0
122,1.0,22.0,0.0,2.0,49.5,0.0,0.0,0.0,0.0,0.0
123,1.0,60.0,1.0,1.0,79.2,1.0,0.0,0.0,0.0,0.0
124,1.0,48.0,1.0,1.0,79.2,0.0,0.0,0.0,0.0,0.0
125,0.0,28.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
126,0.0,37.0,1.0,0.0,53.1,1.0,0.0,1.0,0.0,0.0
127,1.0,35.0,1.0,0.0,53.1,0.0,0.0,1.0,0.0,0.0
128,0.0,47.0,0.0,0.0,38.5,1.0,0.0,1.0,0.0,0.0
129,1.0,35.0,0.0,0.0,211.5,0.0,0.0,0.0,0.0,0.0
130,1.0,22.0,0.0,1.0,59.4,0.0,0.0,0.0,0.0,0.0
131,1.0,45.0,0.0,1.0,59.4,0.0,0.0,0.0,0.0,0.0
132,0.0,24.0,0.0,0.0,79.2,1.0,0.0,0.0,0.0,0.0
133,1.0,49.0,1.0,0.0,89.1042,1.0,0.0,0.0,0.0,0.0
134,1.0,28.0,1.0,0.0,89.1042,0.0,0.0,0.0,0.0,0.0
135,0.0,71.0,0.0,0.0,34.6542,1.0,0.0,0.0,0.0,0.0
136,1.0,53.0,0.0,0.0,28.5,1.0,0.0,0.0,0.0,0.0
137,1.0,19.0,0.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0
138,0.0,38.0,0.0,1.0,153.4625,1.0,0.0,1.0,0.0,0.0
139,1.0,58.0,0.0,1.0,153.4625,0.0,0.0,1.0,0.0,0.0
140,1.0,23.0,0.0,1.0,63.3583,1.0,0.0,0.0,0.0,0.0
141,1.0,45.0,0.0,1.0,63.3583,0.0,0.0,0.0,0.0,0.0
142,0.0,46.0,0.0,0.0,79.2,1.0,0.0,0.0,0.0,0.0
143,1.0,25.0,1.0,0.0,55.4417,1.0,0.0,0.0,0.0,0.0
144,1.0,25.0,1.0,0.0,55.4417,0.0,0.0,0.0,0.0,0.0
145,1.0,48.0,1.0,0.0,76.7292,1.0,0.0,0.0,0.0,0.0
146,1.0,49.0,1.0,0.0,76.7292,0.0,0.0,0.0,0.0,0.0
147,0.0,28.0,0.0,0.0,42.4,1.0,0.0,1.0,0.0,0.0
148,0.0,45.0,1.0,0.0,83.475,1.0,0.0,1.0,0.0,0.0
149,1.0,35.0,1.0,0.0,83.475,0.0,0.0,1.0,0.0,0.0
150,0.0,40.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
151,1.0,27.0,0.0,0.0,76.7292,1.0,0.0,0.0,0.0,0.0
152,1.0,28.0,0.0,0.0,30.0,1.0,0.0,1.0,0.0,0.0
153,1.0,24.0,0.0,0.0,83.1583,0.0,0.0,0.0,0.0,0.0
154,0.0,55.0,1.0,1.0,93.5,1.0,0.0,1.0,0.0,0.0
155,1.0,52.0,1.0,1.0,93.5,0.0,0.0,1.0,0.0,0.0
156,0.0,42.0,0.0,0.0,42.5,1.0,0.0,1.0,0.0,0.0
157,0.0,28.0,0.0,0.0,51.8625,1.0,0.0,1.0,0.0,0.0
158,0.0,55.0,0.0,0.0,50.0,1.0,0.0,1.0,0.0,0.0
159,1.0,16.0,0.0,1.0,57.9792,0.0,0.0,0.0,0.0,0.0
160,1.0,44.0,0.0,1.0,57.9792,0.0,0.0,0.0,0.0,0.0
161,1.0,51.0,1.0,0.0,77.9583,0.0,0.0,1.0,0.0,0.0
162,0.0,42.0,1.0,0.0,52.0,1.0,0.0,1.0,0.0,0.0
163,1.0,35.0,1.0,0.0,52.0,0.0,0.0,1.0,0.0,0.0
164,1.0,35.0,0.0,0.0,26.55,1.0,0.0,0.0,0.0,0.0
165,1.0,38.0,1.0,0.0,90.0,1.0,0.0,1.0,0.0,0.0
166,0.0,28.0,0.0,0.0,30.6958,1.0,0.0,0.0,0.0,0.0
167,1.0,35.0,1.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0
168,1.0,38.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0
169,0.0,50.0,0.0,0.0,28.7125,0.0,0.0,0.0,0.0,0.0
170,1.0,49.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
171,0.0,46.0,0.0,0.0,26.0,1.0,0.0,1.0,0.0,0.0
172,0.0,50.0,0.0,0.0,26.0,1.0,0.0,1.0,0.0,0.0
173,0.0,32.5,0.0,0.0,211.5,1.0,0.0,0.0,0.0,0.0
174,0.0,58.0,0.0,0.0,29.7,1.0,0.0,0.0,0.0,0.0
175,0.0,41.0,1.0,0.0,51.8625,1.0,0.0,1.0,0.0,0.0
176,1.0,28.0,1.0,0.0,51.8625,0.0,0.0,1.0,0.0,0.0
177,1.0,42.0,1.0,0.0,52.5542,1.0,0.0,1.0,0.0,0.0
178,1.0,45.0,1.0,0.0,52.5542,0.0,0.0,1.0,0.0,0.0
179,0.0,28.0,0.0,0.0,26.55,1.0,0.0,1.0,0.0,0.0
180,1.0,39.0,0.0,0.0,211.3375,0.0,0.0,1.0,0.0,0.0
181,1.0,49.0,0.0,0.0,25.9292,0.0,0.0,1.0,0.0,0.0
182,1.0,30.0,0.0,0.0,106.425,0.0,0.0,0.0,0.0,0.0
183,1.0,35.0,0.0,0.0,512.3292,1.0,0.0,0.0,0.0,0.0
184,0.0,28.0,0.0,0.0,27.7208,1.0,0.0,0.0,0.0,0.0
185,0.0,42.0,0.0,0.0,26.55,1.0,0.0,1.0,0.0,0.0
186,1.0,55.0,0.0,0.0,27.7208,0.0,0.0,0.0,0.0,0.0
187,1.0,16.0,0.0,1.0,39.4,0.0,0.0,1.0,0.0,0.0
188,1.0,51.0,0.0,1.0,39.4,0.0,0.0,1.0,0.0,0.0
189,0.0,29.0,0.0,0.0,30.0,1.0,0.0,1.0,0.0,0.0
190,1.0,21.0,0.0,0.0,77.9583,0.0,0.0,1.0,0.0,0.0
191,0.0,30.0,0.0,0.0,45.5,1.0,0.0,1.0,0.0,0.0
192,1.0,58.0,0.0,0.0,146.5208,0.0,0.0,0.0,0.0,0.0
193,1.0,15.0,0.0,1.0,211.3375,0.0,0.0,1.0,0.0,0.0
194,0.0,30.0,0.0,0.0,26.0,1.0,0.0,1.0,0.0,0.0
195,1.0,16.0,0.0,0.0,86.5,0.0,0.0,1.0,0.0,0.0
196,1.0,28.0,0.0,0.0,29.7,1.0,0.0,0.0,0.0,0.0
197,0.0,19.0,1.0,0.0,53.1,1.0,0.0,1.0,0.0,0.0
198,1.0,18.0,1.0,0.0,53.1,0.0,0.0,1.0,0.0,0.0
199,1.0,24.0,0.0,0.0,49.5042,0.0,0.0,0.0,0.0,0.0
200,0.0,46.0,0.0,0.0,75.2417,1.0,0.0,0.0,0.0,0.0
201,0.0,54.0,0.0,0.0,51.8625,1.0,0.0,1.0,0.0,0.0
202,1.0,36.0,0.0,0.0,26.2875,1.0,0.0,1.0,0.0,0.0
203,0.0,28.0,1.0,0.0,82.1708,1.0,0.0,0.0,0.0,0.0
204,1.0,28.0,1.0,0.0,82.1708,0.0,0.0,0.0,0.0,0.0
205,0.0,65.0,0.0,0.0,26.55,1.0,0.0,1.0,0.0,0.0
206,0.0,44.0,2.0,0.0,90.0,1.0,1.0,0.0,0.0,0.0
207,1.0,33.0,1.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0
208,1.0,37.0,1.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0
209,1.0,30.0,1.0,0.0,57.75,1.0,0.0,0.0,0.0,0.0
210,0.0,55.0,0.0,0.0,30.5,1.0,0.0,1.0,0.0,0.0
211,0.0,47.0,0.0,0.0,42.4,1.0,0.0,1.0,0.0,0.0
212,0.0,37.0,0.0,1.0,29.7,1.0,0.0,0.0,0.0,0.0
213,1.0,31.0,1.0,0.0,113.275,0.0,0.0,0.0,0.0,0.0
214,1.0,23.0,1.0,0.0,113.275,0.0,0.0,0.0,0.0,0.0
215,0.0,58.0,0.0,2.0,113.275,1.0,0.0,0.0,0.0,0.0
216,1.0,19.0,0.0,2.0,26.2833,0.0,0.0,1.0,0.0,0.0
217,0.0,64.0,0.0,0.0,26.0,1.0,0.0,1.0,0.0,0.0
218,1.0,39.0,0.0,0.0,108.9,0.0,0.0,0.0,0.0,0.0
219,1.0,28.0,0.0,0.0,25.7417,1.0,0.0,0.0,0.0,0.0
220,1.0,22.0,0.0,1.0,61.9792,0.0,0.0,0.0,0.0,0.0
221,0.0,65.0,0.0,1.0,61.9792,1.0,0.0,0.0,0.0,0.0
222,0.0,28.5,0.0,0.0,27.7208,1.0,0.0,0.0,0.0,0.0
223,0.0,28.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
224,0.0,45.5,0.0,0.0,28.5,1.0,0.0,1.0,0.0,0.0
225,0.0,23.0,0.0,0.0,93.5,1.0,0.0,1.0,0.0,0.0
226,0.0,29.0,1.0,0.0,66.6,1.0,0.0,1.0,0.0,0.0
227,1.0,22.0,1.0,0.0,66.6,0.0,0.0,1.0,0.0,0.0
228,0.0,18.0,1.0,0.0,108.9,1.0,0.0,0.0,0.0,0.0
229,1.0,17.0,1.0,0.0,108.9,0.0,0.0,0.0,0.0,0.0
230,1.0,30.0,0.0,0.0,93.5,0.0,0.0,1.0,0.0,0.0
231,1.0,52.0,0.0,0.0,30.5,1.0,0.0,1.0,0.0,0.0
232,0.0,47.0,0.0,0.0,52.0,1.0,0.0,1.0,0.0,0.0
233,1.0,56.0,0.0,1.0,83.1583,0.0,0.0,0.0,0.0,0.0
234,0.0,38.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
235,1.0,28.0,0.0,0.0,39.6,1.0,0.0,1.0,0.0,0.0
236,0.0,22.0,0.0,0.0,135.6333,1.0,0.0,0.0,0.0,0.0
237,0.0,28.0,0.0,0.0,227.525,1.0,0.0,0.0,0.0,0.0
238,1.0,43.0,0.0,1.0,211.3375,0.0,0.0,1.0,0.0,0.0
239,0.0,31.0,0.0,0.0,50.4958,1.0,0.0,1.0,0.0,0.0
240,1.0,45.0,0.0,0.0,26.55,1.0,0.0,1.0,0.0,0.0
241,0.0,28.0,0.0,0.0,50.0,1.0,0.0,1.0,0.0,0.0
242,1.0,33.0,0.0,0.0,27.7208,0.0,0.0,0.0,0.0,0.0
243,0.0,46.0,0.0,0.0,79.2,1.0,0.0,0.0,0.0,0.0
244,0.0,36.0,0.0,0.0,40.125,1.0,0.0,0.0,0.0,0.0
245,1.0,33.0,0.0,0.0,86.5,0.0,0.0,1.0,0.0,0.0
246,0.0,55.0,1.0,0.0,59.4,1.0,0.0,0.0,0.0,0.0
247,1.0,54.0,1.0,0.0,59.4,0.0,0.0,0.0,0.0,0.0
248,0.0,33.0,0.0,0.0,26.55,1.0,0.0,1.0,0.0,0.0
249,1.0,13.0,2.0,2.0,262.375,1.0,0.0,0.0,0.0,0.0
250,1.0,18.0,2.0,2.0,262.375,0.0,0.0,0.0,0.0,0.0
251,1.0,21.0,2.0,2.0,262.375,0.0,0.0,0.0,0.0,0.0
252,0.0,61.0,1.0,3.0,262.375,1.0,0.0,0.0,0.0,0.0
253,1.0,48.0,1.0,3.0,262.375,0.0,0.0,0.0,0.0,0.0
254,1.0,28.0,0.0,0.0,30.5,1.0,0.0,1.0,0.0,0.0
255,1.0,24.0,0.0,0.0,69.3,0.0,0.0,0.0,0.0,0.0
256,1.0,28.0,0.0,0.0,26.0,1.0,0.0,1.0,0.0,0.0
257,1.0,35.0,1.0,0.0,57.75,0.0,0.0,0.0,0.0,0.0
258,1.0,30.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0
259,1.0,34.0,0.0,0.0,26.55,1.0,0.0,1.0,0.0,0.0
260,1.0,40.0,0.0,0.0,153.4625,0.0,0.0,1.0,0.0,0.0
