,survived,age,sibsp,parch,fare,male,Q,S,2.0,3.0
789,0.0,28.0,0.0,0.0,7.225,1.0,0.0,0.0,0.0,1.0
790,0.0,39.0,0.0,2.0,7.2292,1.0,0.0,0.0,0.0,1.0
791,0.0,17.0,1.0,1.0,7.2292,1.0,0.0,0.0,0.0,1.0
792,0.0,15.0,1.0,1.0,7.2292,1.0,0.0,0.0,0.0,1.0
793,0.0,47.0,0.0,0.0,7.25,1.0,0.0,1.0,0.0,1.0
794,1.0,5.0,0.0,0.0,12.475,0.0,0.0,1.0,0.0,1.0
795,0.0,28.0,0.0,0.0,7.225,1.0,0.0,0.0,0.0,1.0
796,0.0,40.5,0.0,0.0,15.1,1.0,0.0,1.0,0.0,1.0
797,0.0,40.5,0.0,0.0,7.75,1.0,1.0,0.0,0.0,1.0
798,1.0,28.0,0.0,0.0,7.05,1.0,0.0,1.0,0.0,1.0
799,0.0,18.0,0.0,0.0,7.7958,1.0,0.0,1.0,0.0,1.0
800,0.0,28.0,0.0,0.0,7.75,0.0,1.0,0.0,0.0,1.0
801,0.0,28.0,0.0,0.0,7.75,1.0,1.0,0.0,0.0,1.0
802,0.0,28.0,0.0,0.0,6.95,1.0,1.0,0.0,0.0,1.0
803,0.0,26.0,0.0,0.0,7.8792,1.0,1.0,0.0,0.0,1.0
804,0.0,28.0,0.0,0.0,7.75,1.0,1.0,0.0,0.0,1.0
805,1.0,28.0,0.0,0.0,56.4958,1.0,0.0,1.0,0.0,1.0
806,0.0,21.0,2.0,2.0,34.375,0.0,0.0,1.0,0.0,1.0
807,0.0,9.0,2.0,2.0,34.375,0.0,0.0,1.0,0.0,1.0
808,0.0,28.0,0.0,0.0,8.05,1.0,0.0,1.0,0.0,1.0
809,0.0,18.0,2.0,2.0,34.375,1.0,0.0,1.0,0.0,1.0
810,0.0,16.0,1.0,3.0,34.375,1.0,0.0,1.0,0.0,1.0
811,0.0,48.0,1.0,3.0,34.375,0.0,0.0,1.0,0.0,1.0
812,0.0,28.0,0.0,0.0,7.75,1.0,1.0,0.0,0.0,1.0
813,0.0,28.0,0.0,0.0,7.25,1.0,0.0,1.0,0.0,1.0
814,0.0,25.0,0.0,0.0,7.7417,1.0,1.0,0.0,0.0,1.0
815,0.0,28.0,0.0,0.0,14.5,1.0,0.0,1.0,0.0,1.0
816,0.0,28.0,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,1.0
817,0.0,22.0,0.0,0.0,8.05,1.0,0.0,1.0,0.0,1.0
818,1.0,16.0,0.0,0.0,7.7333,0.0,1.0,0.0,0.0,1.0
819,1.0,28.0,0.0,0.0,7.75,0.0,1.0,0.0,0.0,1.0
820,1.0,9.0,0.0,2.0,20.525,1.0,0.0,1.0,0.0,1.0
821,0.0,33.0,1.0,1.0,20.525,1.0,0.0,1.0,0.0,1.0
822,0.0,41.0,0.0,0.0,7.85,1.0,0.0,1.0,0.0,1.0
823,1.0,31.0,1.0,1.0,20.525,0.0,0.0,1.0,0.0,1.0
824,0.0,38.0,0.0,0.0,7.05,1.0,0.0,1.0,0.0,1.0
825,0.0,9.0,5.0,2.0,46.9,1.0,0.0,1.0,0.0,1.0
826,0.0,1.0,5.0,2.0,46.9,1.0,0.0,1.0,0.0,1.0
827,0.0,11.0,5.0,2.0,46.9,1.0,0.0,1.0,0.0,1.0
828,0.0,10.0,5.0,2.0,46.9,0.0,0.0,1.0,0.0,1.0
829,0.0,16.0,5.0,2.0,46.9,0.0,0.0,1.0,0.0,1.0
830,0.0,14.0,5.0,2.0,46.9,1.0,0.0,1.0,0.0,1.0
831,0.0,40.0,1.0,6.0,46.9,1.0,0.0,1.0,0.0,1.0
832,0.0,43.0,1.0,6.0,46.9,0.0,0.0,1.0,0.0,1.0
833,0.0,51.0,0.0,0.0,8.05,1.0,0.0,1.0,0.0,1.0
834,0.0,32.0,0.0,0.0,8.3625,1.0,0.0,1.0,0.0,1.0
835,0.0,28.0,0.0,0.0,8.05,1.0,0.0,1.0,0.0,1.0
836,0.0,20.0,0.0,0.0,9.8458,1.0,0.0,1.0,0.0,1.0
837,0.0,37.0,2.0,0.0,7.925,1.0,0.0,1.0,0.0,1.0
838,0.0,28.0,2.0,0.0,7.925,1.0,0.0,1.0,0.0,1.0
839,0.0,19.0,0.0,0.0,7.775,1.0,0.0,1.0,0.0,1.0
840,0.0,24.0,0.0,0.0,8.85,0.0,0.0,1.0,0.0,1.0
841,0.0,17.0,0.0,0.0,7.7333,0.0,1.0,0.0,0.0,1.0
842,0.0,28.0,1.0,0.0,19.9667,1.0,0.0,1.0,0.0,1.0
843,0.0,28.0,1.0,0.0,19.9667,1.0,0.0,1.0,0.0,1.0
844,0.0,28.0,1.0,0.0,15.85,1.0,0.0,1.0,0.0,1.0
845,1.0,24.0,1.0,0.0,15.85,0.0,0.0,1.0,0.0,1.0
846,0.0,20.0,0.0,0.0,9.5,1.0,0.0,1.0,0.0,1.0
847,0.0,23.5,0.0,0.0,7.2292,1.0,0.0,0.0,0.0,1.0
848,0.0,41.0,2.0,0.0,14.1083,1.0,0.0,1.0,0.0,1.0
849,0.0,26.0,1.0,0.0,7.8542,1.0,0.0,1.0,0.0,1.0
850,0.0,21.0,0.0,0.0,7.8542,1.0,0.0,1.0,0.0,1.0
851,1.0,45.0,1.0,0.0,14.1083,0.0,0.0,1.0,0.0,1.0
852,0.0,28.0,0.0,0.0,7.55,0.0,0.0,1.0,0.0,1.0
853,0.0,25.0,0.0,0.0,7.25,1.0,0.0,1.0,0.0,1.0
854,0.0,28.0,0.0,0.0,6.8583,1.0,1.0,0.0,0.0,1.0
855,0.0,11.0,0.0,0.0,18.7875,1.0,0.0,0.0,0.0,1.0
856,1.0,28.0,0.0,0.0,7.75,0.0,1.0,0.0,0.0,1.0
857,1.0,27.0,0.0,0.0,6.975,1.0,0.0,1.0,0.0,1.0
858,1.0,28.0,0.0,0.0,56.4958,1.0,0.0,1.0,0.0,1.0
859,0.0,18.0,0.0,0.0,6.75,0.0,1.0,0.0,0.0,1.0
860,1.0,26.0,0.0,0.0,7.925,0.0,0.0,1.0,0.0,1.0
861,0.0,23.0,0.0,0.0,7.925,0.0,0.0,1.0,0.0,1.0
862,1.0,22.0,0.0,0.0,8.9625,0.0,0.0,1.0,0.0,1.0
863,0.0,28.0,0.0,0.0,7.8958,1.0,0.0,1.0,0.0,1.0
864,0.0,28.0,0.0,0.0,7.775,0.0,0.0,1.0,0.0,1.0
865,0.0,28.0,0.0,0.0,7.75,0.0,1.0,0.0,0.0,1.0
866,1.0,2.0,0.0,1.0,12.2875,0.0,0.0,1.0,0.0,1.0
867,1.0,22.0,1.0,1.0,12.2875,0.0,0.0,1.0,0.0,1.0
868,0.0,43.0,0.0,0.0,6.45,1.0,0.0,1.0,0.0,1.0
869,0.0,28.0,0.0,0.0,22.525,1.0,0.0,1.0,0.0,1.0
870,1.0,27.0,0.0,0.0,7.925,0.0,0.0,1.0,0.0,1.0
871,0.0,28.0,0.0,0.0,7.75,1.0,1.0,0.0,0.0,1.0
872,1.0,28.0,0.0,0.0,8.05,0.0,0.0,1.0,0.0,1.0
873,0.0,42.0,0.0,0.0,7.65,1.0,0.0,1.0,0.0,1.0
874,1.0,28.0,0.0,0.0,7.8875,1.0,0.0,1.0,0.0,1.0
875,0.0,30.0,0.0,0.0,7.2292,1.0,0.0,0.0,0.0,1.0
876,0.0,28.0,0.0,0.0,7.8958,1.0,0.0,1.0,0.0,1.0
877,0.0,27.0,1.0,0.0,7.925,0.0,0.0,1.0,0.0,1.0
878,0.0,25.0,1.0,0.0,7.925,0.0,0.0,1.0,0.0,1.0
879,0.0,28.0,0.0,0.0,7.8958,1.0,0.0,1.0,0.0,1.0
880,1.0,29.0,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,1.0
881,1.0,21.0,0.0,0.0,7.7958,1.0,0.0,1.0,0.0,1.0
882,0.0,28.0,0.0,0.0,7.05,1.0,0.0,1.0,0.0,1.0
883,0.0,20.0,0.0,0.0,7.8542,1.0,0.0,1.0,0.0,1.0
884,0.0,48.0,0.0,0.0,7.8542,1.0,0.0,1.0,0.0,1.0
885,0.0,17.0,1.0,0.0,7.0542,1.0,0.0,1.0,0.0,1.0
886,1.0,28.0,0.0,0.0,7.75,0.0,1.0,0.0,0.0,1.0
887,1.0,28.0,0.0,0.0,8.1125,1.0,0.0,1.0,0.0,1.0
888,0.0,34.0,0.0,0.0,6.4958,1.0,0.0,1.0,0.0,1.0
889,1.0,26.0,0.0,0.0,7.775,1.0,0.0,1.0,0.0,1.0
890,0.0,22.0,0.0,0.0,7.7958,1.0,0.0,1.0,0.0,1.0
891,0.0,33.0,0.0,0.0,8.6542,1.0,0.0,1.0,0.0,1.0
892,0.0,31.0,0.0,0.0,7.775,1.0,0.0,1.0,0.0,1.0
893,0.0,29.0,0.0,0.0,7.8542,1.0,0.0,1.0,0.0,1.0
894,1.0,4.0,1.0,1.0,11.1333,1.0,0.0,1.0,0.0,1.0
895,1.0,1.0,1.0,1.0,11.1333,0.0,0.0,1.0,0.0,1.0
896,0.0,49.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
897,0.0,33.0,0.0,0.0,7.775,1.0,0.0,1.0,0.0,1.0
898,0.0,19.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
899,1.0,27.0,0.0,2.0,11.1333,0.0,0.0,1.0,0.0,1.0
900,0.0,28.0,1.0,2.0,23.45,1.0,0.0,1.0,0.0,1.0
901,0.0,28.0,1.0,2.0,23.45,0.0,0.0,1.0,0.0,1.0
902,0.0,28.0,1.0,2.0,23.45,1.0,0.0,1.0,0.0,1.0
903,0.0,28.0,1.0,2.0,23.45,0.0,0.0,1.0,0.0,1.0
904,0.0,23.0,0.0,0.0,7.8958,1.0,0.0,1.0,0.0,1.0
905,1.0,32.0,0.0,0.0,7.8542,1.0,0.0,1.0,0.0,1.0
906,0.0,27.0,0.0,0.0,7.8542,1.0,0.0,1.0,0.0,1.0
907,0.0,20.0,1.0,0.0,9.825,0.0,0.0,1.0,0.0,1.0
908,0.0,21.0,1.0,0.0,9.825,0.0,0.0,1.0,0.0,1.0
909,1.0,32.0,0.0,0.0,7.925,1.0,0.0,1.0,0.0,1.0
910,0.0,17.0,0.0,0.0,7.125,1.0,0.0,1.0,0.0,1.0
911,0.0,21.0,0.0,0.0,8.4333,1.0,0.0,1.0,0.0,1.0
912,0.0,30.0,0.0,0.0,7.8958,1.0,0.0,1.0,0.0,1.0
913,1.0,21.0,0.0,0.0,7.7958,1.0,0.0,1.0,0.0,1.0
914,0.0,33.0,0.0,0.0,7.8542,1.0,0.0,1.0,0.0,1.0
915,0.0,22.0,0.0,0.0,7.5208,1.0,0.0,1.0,0.0,1.0
916,1.0,4.0,0.0,1.0,13.4167,0.0,0.0,0.0,0.0,1.0
917,1.0,39.0,0.0,1.0,13.4167,1.0,0.0,0.0,0.0,1.0
918,0.0,28.0,0.0,0.0,7.2292,1.0,0.0,0.0,0.0,1.0
919,0.0,18.5,0.0,0.0,7.2292,1.0,0.0,0.0,0.0,1.0
920,0.0,28.0,0.0,0.0,7.75,1.0,1.0,0.0,0.0,1.0
921,0.0,28.0,0.0,0.0,7.25,1.0,0.0,1.0,0.0,1.0
922,1.0,28.0,0.0,0.0,7.75,0.0,1.0,0.0,0.0,1.0
923,1.0,28.0,0.0,0.0,7.75,0.0,1.0,0.0,0.0,1.0
924,0.0,34.5,0.0,0.0,7.8292,1.0,1.0,0.0,0.0,1.0
925,0.0,44.0,0.0,0.0,8.05,1.0,0.0,1.0,0.0,1.0
926,1.0,28.0,0.0,0.0,7.75,1.0,1.0,0.0,0.0,1.0
927,0.0,28.0,1.0,0.0,14.4542,1.0,0.0,0.0,0.0,1.0
928,0.0,28.0,1.0,0.0,14.4542,0.0,0.0,0.0,0.0,1.0
929,0.0,28.0,1.0,0.0,7.75,1.0,1.0,0.0,0.0,1.0
930,0.0,28.0,1.0,0.0,7.75,1.0,1.0,0.0,0.0,1.0
931,0.0,28.0,0.0,0.0,7.7375,1.0,1.0,0.0,0.0,1.0
932,0.0,22.0,2.0,0.0,8.6625,0.0,0.0,1.0,0.0,1.0
933,0.0,26.0,2.0,0.0,8.6625,1.0,0.0,1.0,0.0,1.0
934,1.0,4.0,0.0,2.0,22.025,0.0,0.0,1.0,0.0,1.0
935,1.0,29.0,3.0,1.0,22.025,1.0,0.0,1.0,0.0,1.0
936,1.0,26.0,1.0,1.0,22.025,0.0,0.0,1.0,0.0,1.0
937,0.0,1.0,1.0,1.0,12.1833,0.0,0.0,1.0,0.0,1.0
938,0.0,18.0,1.0,1.0,7.8542,1.0,0.0,1.0,0.0,1.0
939,0.0,36.0,0.0,2.0,12.1833,0.0,0.0,1.0,0.0,1.0
940,0.0,28.0,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,1.0
941,1.0,25.0,0.0,0.0,7.2292,1.0,0.0,0.0,0.0,1.0
942,0.0,28.0,0.0,0.0,7.225,1.0,0.0,0.0,0.0,1.0
943,0.0,37.0,0.0,0.0,9.5875,0.0,0.0,1.0,0.0,1.0
944,0.0,28.0,0.0,0.0,7.8958,1.0,0.0,1.0,0.0,1.0
945,1.0,28.0,0.0,0.0,56.4958,1.0,0.0,1.0,0.0,1.0
946,0.0,28.0,0.0,0.0,56.4958,1.0,0.0,1.0,0.0,1.0
947,1.0,22.0,0.0,0.0,7.25,0.0,0.0,1.0,0.0,1.0
948,0.0,28.0,0.0,0.0,7.75,1.0,1.0,0.0,0.0,1.0
949,1.0,26.0,0.0,0.0,56.4958,1.0,0.0,1.0,0.0,1.0
950,0.0,29.0,0.0,0.0,9.4833,1.0,0.0,1.0,0.0,1.0
951,0.0,29.0,0.0,0.0,7.775,1.0,0.0,1.0,0.0,1.0
952,0.0,22.0,0.0,0.0,7.775,1.0,0.0,1.0,0.0,1.0
953,1.0,22.0,0.0,0.0,7.225,1.0,0.0,0.0,0.0,1.0
954,0.0,28.0,3.0,1.0,25.4667,1.0,0.0,1.0,0.0,1.0
955,0.0,28.0,3.0,1.0,25.4667,0.0,0.0,1.0,0.0,1.0
956,0.0,28.0,3.0,1.0,25.4667,0.0,0.0,1.0,0.0,1.0
957,0.0,28.0,3.0,1.0,25.4667,0.0,0.0,1.0,0.0,1.0
958,0.0,28.0,0.0,4.0,25.4667,0.0,0.0,1.0,0.0,1.0
959,0.0,32.0,0.0,0.0,7.925,1.0,0.0,1.0,0.0,1.0
960,0.0,34.5,0.0,0.0,6.4375,1.0,0.0,0.0,0.0,1.0
961,0.0,28.0,1.0,0.0,15.5,0.0,1.0,0.0,0.0,1.0
962,0.0,28.0,1.0,0.0,15.5,1.0,1.0,0.0,0.0,1.0
963,0.0,36.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
964,0.0,39.0,0.0,0.0,24.15,1.0,0.0,1.0,0.0,1.0
965,0.0,24.0,0.0,0.0,9.5,1.0,0.0,1.0,0.0,1.0
966,0.0,25.0,0.0,0.0,7.775,0.0,0.0,1.0,0.0,1.0
967,0.0,45.0,0.0,0.0,7.75,0.0,0.0,1.0,0.0,1.0
968,0.0,36.0,1.0,0.0,15.55,1.0,0.0,1.0,0.0,1.0
969,0.0,30.0,1.0,0.0,15.55,0.0,0.0,1.0,0.0,1.0
970,1.0,20.0,1.0,0.0,7.925,1.0,0.0,1.0,0.0,1.0
971,0.0,28.0,0.0,0.0,7.8792,1.0,1.0,0.0,0.0,1.0
972,0.0,28.0,0.0,0.0,56.4958,1.0,0.0,1.0,0.0,1.0
973,0.0,28.0,0.0,0.0,7.55,1.0,0.0,1.0,0.0,1.0
974,0.0,30.0,1.0,0.0,16.1,1.0,0.0,1.0,0.0,1.0
975,0.0,26.0,1.0,0.0,16.1,0.0,0.0,1.0,0.0,1.0
976,0.0,28.0,0.0,0.0,7.8792,1.0,0.0,1.0,0.0,1.0
977,0.0,20.5,0.0,0.0,7.25,1.0,0.0,1.0,0.0,1.0
978,1.0,27.0,0.0,0.0,8.6625,1.0,0.0,1.0,0.0,1.0
979,0.0,51.0,0.0,0.0,7.0542,1.0,0.0,1.0,0.0,1.0
980,1.0,23.0,0.0,0.0,7.8542,0.0,0.0,1.0,0.0,1.0
981,1.0,32.0,0.0,0.0,7.5792,1.0,0.0,1.0,0.0,1.0
982,0.0,28.0,0.0,0.0,7.8958,1.0,0.0,1.0,0.0,1.0
983,0.0,28.0,0.0,0.0,7.55,1.0,0.0,1.0,0.0,1.0
984,1.0,28.0,0.0,0.0,7.75,0.0,1.0,0.0,0.0,1.0
985,1.0,24.0,0.0,0.0,7.1417,1.0,0.0,1.0,0.0,1.0
986,0.0,22.0,0.0,0.0,7.125,1.0,0.0,1.0,0.0,1.0
987,0.0,28.0,0.0,0.0,7.8792,0.0,1.0,0.0,0.0,1.0
988,0.0,28.0,0.0,0.0,7.75,1.0,1.0,0.0,0.0,1.0
989,0.0,28.0,0.0,0.0,8.05,1.0,0.0,1.0,0.0,1.0
990,0.0,29.0,0.0,0.0,7.925,1.0,0.0,1.0,0.0,1.0
991,1.0,28.0,0.0,0.0,7.2292,1.0,0.0,0.0,0.0,1.0
992,0.0,30.5,0.0,0.0,7.75,0.0,1.0,0.0,0.0,1.0
993,1.0,28.0,0.0,0.0,7.7375,0.0,1.0,0.0,0.0,1.0
994,0.0,28.0,0.0,0.0,7.2292,1.0,0.0,0.0,0.0,1.0
995,0.0,35.0,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,1.0
996,0.0,33.0,0.0,0.0,7.8958,1.0,0.0,1.0,0.0,1.0
997,1.0,28.0,0.0,0.0,7.225,0.0,0.0,0.0,0.0,1.0
998,0.0,28.0,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,1.0
999,1.0,28.0,0.0,0.0,7.75,0.0,1.0,0.0,0.0,1.0
1000,1.0,28.0,0.0,0.0,7.75,1.0,1.0,0.0,0.0,1.0
1001,1.0,28.0,2.0,0.0,23.25,0.0,1.0,0.0,0.0,1.0
1002,1.0,28.0,2.0,0.0,23.25,0.0,1.0,0.0,0.0,1.0
1003,1.0,28.0,2.0,0.0,23.25,1.0,1.0,0.0,0.0,1.0
1004,1.0,28.0,0.0,0.0,7.7875,0.0,1.0,0.0,0.0,1.0
1005,0.0,28.0,0.0,0.0,15.5,1.0,1.0,0.0,0.0,1.0
1006,1.0,28.0,0.0,0.0,7.8792,0.0,1.0,0.0,0.0,1.0
1007,1.0,15.0,0.0,0.0,8.0292,0.0,1.0,0.0,0.0,1.0
1008,0.0,35.0,0.0,0.0,7.75,0.0,1.0,0.0,0.0,1.0
1009,0.0,28.0,0.0,0.0,7.75,1.0,1.0,0.0,0.0,1.0
1010,0.0,24.0,1.0,0.0,16.1,1.0,0.0,1.0,0.0,1.0
1011,0.0,19.0,1.0,0.0,16.1,0.0,0.0,1.0,0.0,1.0
1012,0.0,28.0,0.0,0.0,7.75,0.0,1.0,0.0,0.0,1.0
1013,0.0,28.0,0.0,0.0,8.05,0.0,0.0,1.0,0.0,1.0
1014,0.0,28.0,0.0,0.0,8.05,0.0,0.0,1.0,0.0,1.0
1015,0.0,55.5,0.0,0.0,8.05,1.0,0.0,1.0,0.0,1.0
1016,0.0,28.0,0.0,0.0,7.75,1.0,1.0,0.0,0.0,1.0
1017,1.0,21.0,0.0,0.0,7.775,1.0,0.0,1.0,0.0,1.0
1018,0.0,28.0,0.0,0.0,8.05,1.0,0.0,1.0,0.0,1.0
1019,0.0,24.0,0.0,0.0,7.8958,1.0,0.0,1.0,0.0,1.0
1020,0.0,21.0,0.0,0.0,7.8958,1.0,0.0,1.0,0.0,1.0
1021,0.0,28.0,0.0,0.0,7.8958,1.0,0.0,1.0,0.0,1.0
1022,0.0,28.0,0.0,0.0,7.8958,1.0,0.0,1.0,0.0,1.0
1023,1.0,28.0,0.0,0.0,7.8792,0.0,1.0,0.0,0.0,1.0
1024,0.0,25.0,0.0,0.0,7.65,1.0,0.0,1.0,0.0,1.0
1025,1.0,6.0,0.0,1.0,12.475,1.0,0.0,1.0,0.0,1.0
1026,1.0,27.0,0.0,1.0,12.475,0.0,0.0,1.0,0.0,1.0
1027,0.0,28.0,0.0,0.0,8.05,1.0,0.0,1.0,0.0,1.0
1028,1.0,28.0,1.0,0.0,24.15,0.0,1.0,0.0,0.0,1.0
1029,0.0,28.0,1.0,0.0,24.15,1.0,1.0,0.0,0.0,1.0
1030,0.0,28.0,0.0,0.0,8.4583,1.0,1.0,0.0,0.0,1.0
1031,0.0,34.0,0.0,0.0,8.05,1.0,0.0,1.0,0.0,1.0
1032,0.0,28.0,0.0,0.0,7.75,1.0,1.0,0.0,0.0,1.0
1033,1.0,28.0,0.0,0.0,7.775,1.0,0.0,1.0,0.0,1.0
1034,1.0,28.0,1.0,1.0,15.2458,1.0,0.0,0.0,0.0,1.0
1035,1.0,28.0,1.0,1.0,15.2458,1.0,0.0,0.0,0.0,1.0
1036,1.0,28.0,0.0,2.0,15.2458,0.0,0.0,0.0,0.0,1.0
1037,1.0,28.0,0.0,0.0,7.2292,0.0,0.0,0.0,0.0,1.0
1038,0.0,28.0,0.0,0.0,8.05,1.0,0.0,1.0,0.0,1.0
1039,1.0,28.0,0.0,0.0,7.7333,0.0,1.0,0.0,0.0,1.0
1040,1.0,24.0,0.0,0.0,7.75,0.0,1.0,0.0,0.0,1.0
1041,0.0,28.0,0.0,0.0,8.05,1.0,0.0,1.0,0.0,1.0
1042,1.0,28.0,1.0,0.0,15.5,0.0,1.0,0.0,0.0,1.0
1043,1.0,28.0,1.0,0.0,15.5,0.0,1.0,0.0,0.0,1.0
1044,1.0,28.0,0.0,0.0,15.5,0.0,1.0,0.0,0.0,1.0
1045,0.0,18.0,0.0,0.0,7.75,1.0,0.0,1.0,0.0,1.0
1046,0.0,22.0,0.0,0.0,7.8958,1.0,0.0,1.0,0.0,1.0
1047,1.0,15.0,0.0,0.0,7.225,0.0,0.0,0.0,0.0,1.0
1048,1.0,1.0,0.0,2.0,15.7417,0.0,0.0,0.0,0.0,1.0
1049,1.0,20.0,1.0,1.0,15.7417,1.0,0.0,0.0,0.0,1.0
